대여소 번호,대여소 아이디,대여소 이름,사용유무,주소(구),주소(동),상세주소,위도,경도,권역,지오펜스 거리,등록일,수정일
326,SJ_00326,어진동_인사혁신처앞BRT,Y,세종,어진동,세종특별자치시 어진동 532-1,127.261554,36.507543,2,30,2018-08-12 12:21:13,2020-12-10 10:24:00
327,SJ_00327,도담동_도램803동앞BRT,Y,세종,도담동,세종특별자치시 도담동 848,127.259691,36.511538,1,30,2018-08-12 12:26:29,2020-12-10 10:24:00
328,SJ_00328,새롬동_크리스마스빌딩앞,Y,세종,새롬동,세종특별자치시 새롬동 341-76,127.252138,36.484322,2,30,2018-08-12 12:30:30,2020-12-10 10:24:00
329,SJ_00329,도담동_한신휴시티우측,Y,세종,도담동,세종특별자치시 도담동 662,127.258871,36.514066,1,35,2018-08-12 12:31:45,2022-03-18 10:32:05
330,SJ_00330,도담동_도램상가앞BRT2,Y,세종,도담동,세종특별자치시 도담동 660,127.258780,36.514595,1,30,2018-08-12 12:33:21,2020-12-10 10:24:00
331,SJ_00331,새롬동_새롬고북측,Y,세종,새롬동,세종특별자치시 새롬동 산31,127.248985,36.486916,2,30,2018-08-12 12:42:29,2020-12-10 10:24:00
332,SJ_00332,다정동_가온214동,Y,세종,다정동,세종특별자치시 다정동 산33-2,127.240966,36.493701,2,30,2018-08-12 13:09:41,2020-12-10 10:24:00
333,SJ_00333,다정동_가온210동앞 공원,Y,세종,다정동,세종특별자치시 다정동 342,127.242918,36.494065,2,30,2018-08-12 13:11:41,2021-08-04 12:09:19
334,SJ_00334,다정동_별찌뜰근린공원,Y,세종,다정동,세종특별자치시 다정동 385-1,127.239875,36.499373,2,30,2018-08-12 14:01:37,2020-12-10 10:24:00
335,SJ_00335,도담동_도램1002동앞BRT,Y,세종,도담동,세종특별자치시 도담동 402,127.260075,36.511757,1,30,2018-08-12 14:09:49,2020-12-10 10:24:00
336,SJ_00336,어진동_건설청앞BRT,Y,세종,어진동,세종특별자치시 어진동 560,127.261902,36.505376,1,30,2018-08-12 14:19:12,2020-12-10 10:24:00
337,SJ_00337,다정동_가온901옆,Y,세종,다정동,세종특별자치시 다정동 14-1,127.251968,36.495781,2,30,2018-08-12 14:24:11,2020-12-10 10:24:00
338,SJ_00338,어진동_정부세종청사안내동앞BRT,Y,세종,어진동,세종특별자치시 어진동 494,127.261713,36.504864,1,30,2018-08-12 14:20:47,2020-12-10 10:24:00
339,SJ_00339,어진동_정부세종청사버스터미널BRT1,Y,세종,어진동,세종특별자치시 어진동 561-1,127.261445,36.504057,1,30,2018-08-12 14:24:10,2020-12-10 10:24:00
340,SJ_00340,어진동_정부세종청사버스터미널BRT2,Y,세종,어진동,세종특별자치시 어진동 562,127.261286,36.503896,1,30,2018-08-12 14:25:29,2020-12-10 10:24:00
341,SJ_00341,어진동_산자부앞BRT,Y,세종,어진동,세종특별자치시 어진동 494,127.259844,36.500817,1,30,2018-08-12 14:31:02,2020-12-10 10:24:00
342,SJ_00342,나성동_도시통합정보센터앞BRT1,Y,세종,나성동,세종특별자치시 나성동 726,127.256616,36.494054,1,30,2018-08-12 14:39:04,2020-12-10 10:24:00
343,SJ_00343,나성동_도시통합정보센터앞BRT2,Y,세종,나성동,세종특별자치시 나성동 726,127.256564,36.493558,1,30,2018-08-12 14:40:26,2020-12-10 10:24:00
344,SJ_00344,다정동_가온803동남측,Y,세종,다정동,세종특별자치시 다정동 17,127.249746,36.494938,2,30,2018-08-12 14:41:15,2020-12-10 10:24:00
345,SJ_00345,다정동_가온806동 새움초등학교 사이,Y,세종,다정동,세종특별자치시 다정동 363-119,127.251881,36.494407,2,15,2018-08-12 14:43:53,2021-12-27 18:54:58
346,SJ_00346,다정동_가온1210동앞 공원,Y,세종,다정동,세종특별자치시 다정동 363-139,127.252272,36.494374,2,30,2018-08-12 14:46:00,2020-12-10 10:24:00
347,SJ_00347,나성동_엘지베스트샵,Y,세종,나성동,세종특별자치시 나성동 760,127.256943,36.491374,2,30,2018-08-12 14:51:07,2020-12-10 10:24:00
348,SJ_00348,다정동_가온707동,Y,세종,다정동,세종특별자치시 다정동 363-37,127.251984,36.490853,2,30,2018-08-12 14:56:55,2021-08-04 09:07:11
349,SJ_00349,다정동_새뜸1010옆,Y,세종,다정동,세종특별자치시 다정동 363-409,127.252334,36.490511,2,30,2018-08-12 15:03:12,2020-12-10 10:24:00
350,SJ_00350,나성동_명동프라자건너편BRT,Y,세종,나성동,세종특별자치시 나성동 726,127.257360,36.488186,2,30,2018-08-12 15:03:39,2020-12-10 10:24:00
351,SJ_00351,종촌동_가재1101동앞,Y,세종,종촌동,세종특별자치시 종촌동 654,127.251715,36.504355,1,45,2018-08-12 15:05:59,2021-05-24 09:45:38
352,SJ_00352,나성동_명동프라자건너편BRT,Y,세종,나성동,세종특별자치시 나성동 726,127.257568,36.487754,2,30,2018-08-12 15:06:14,2020-12-10 10:24:00
353,SJ_00353,나성동_에스빌딩건너편BRT,Y,세종,나성동,세종특별자치시 나성동 377-2,127.257860,36.487143,2,30,2018-08-12 15:10:06,2020-12-10 10:24:00
354,SJ_00354,나성동_에스제이타워건너편BRT,Y,세종,나성동,세종특별자치시 나성동 726,127.258087,36.486723,2,30,2018-08-12 15:11:51,2020-12-10 10:24:00
355,SJ_00355,종촌동_복합커뮤니티센터,Y,세종,종촌동,세종특별자치시 종촌동 677,127.247303,36.504762,1,40,2018-08-12 15:14:47,2020-12-10 10:24:00
356,SJ_00356,나성동_국세청앞BRT,Y,세종,나성동,세종특별자치시 나성동 726,127.259548,36.484589,2,30,2018-08-12 15:15:04,2022-02-16 13:27:32
357,SJ_00357,나성동_소방청BRT1,Y,세종,나성동,세종특별자치시 나성동 772,127.260630,36.483176,2,30,2018-08-12 15:17:23,2021-12-27 18:12:26
358,SJ_00358,나성동_소방청 BRT2,Y,세종,나성동,세종특별자치시 나성동 772,127.260765,36.482946,2,30,2018-08-12 15:19:02,2021-12-27 18:13:18
359,SJ_00359,나성동_한솔동환승주차장남측B,Y,세종,나성동,세종특별자치시 나성동 778,127.262017,36.481211,2,30,2018-08-12 15:22:41,2020-12-10 10:24:00
360,SJ_00360,종촌동_가재403동앞,Y,세종,종촌동,세종특별자치시 종촌동 640,127.244231,36.505287,1,20,2018-08-12 15:24:05,2020-12-10 10:24:00
361,SJ_00361,나성동_금강프라자건너편BRT,Y,세종,나성동,세종특별자치시 나성동 143-1,127.262975,36.479914,2,30,2018-08-12 15:25:38,2020-12-10 10:24:00
362,SJ_00362,나성동_LH분양홍보관(남쪽),Y,세종,나성동,세종특별자치시 나성동 706,127.268290,36.480811,2,30,2018-08-12 15:31:19,2020-12-10 10:24:00
363,SJ_00363,종촌동_가재302동앞,Y,세종,종촌동,세종특별자치시 종촌동 680,127.241438,36.504368,1,30,2018-08-12 15:33:20,2020-12-10 10:24:00
364,SJ_00364,나성동_나성동갈매로,Y,세종,나성동,세종특별자치시 나성동 213-2,127.266287,36.484868,2,30,2018-08-12 15:36:17,2020-12-10 10:24:00
365,SJ_00365,나성동_나릿재307동앞,N,세종,나성동,세종특별자치시 나성동 305-1,127.263175,36.489469,2,30,2018-08-12 15:40:09,2021-02-19 09:51:16
366,SJ_00366,나성동_갈매로,N,세종,나성동,세종특별자치시 나성동 353,127.262638,36.491111,2,10,2018-08-12 15:42:42,2021-12-27 17:36:32
367,SJ_00367,아름동_범지기408동건너편,Y,세종,아름동,세종특별자치시 아름동 1458,127.250018,36.508518,1,35,2018-08-12 15:43:04,2022-07-19 13:11:53
368,SJ_00368,어진동_푸르지오시티1차1,Y,세종,어진동,세종특별자치시 어진동 750,127.263408,36.495654,1,30,2018-08-12 15:48:38,2022-06-24 08:00:20
369,SJ_00369,어진동_푸르지오시티1차2,Y,세종,어진동,세종특별자치시 어진동 750,127.263804,36.495494,1,15,2018-08-12 15:49:49,2020-12-10 10:24:00
370,SJ_00370,아름동_범지기1108동앞,Y,세종,아름동,세종특별자치시 아름동 1363,127.250539,36.511454,1,35,2018-08-12 15:53:57,2020-12-10 10:24:00
371,SJ_00371,도담동_범지기1208동앞,Y,세종,도담동,세종특별자치시 도담동 929,127.253183,36.511586,1,30,2018-08-12 15:59:00,2020-12-10 10:24:00
372,SJ_00372,어진동_호수공원방울새공원건너편,Y,세종,연기면,세종특별자치시 연기면 세종리 1201,127.269628,36.496308,1,30,2018-08-12 16:00:59,2020-12-10 10:24:00
373,SJ_00373,아름동_범지기1203동앞,Y,세종,아름동,세종특별자치시 아름동 1276,127.250465,36.512819,1,20,2018-08-12 16:08:30,2021-11-29 08:53:15
375,SJ_00375,어진동_호수공원소나무숲길,Y,세종,어진동,세종특별자치시 어진동 619,127.269763,36.499854,1,50,2018-08-12 16:14:11,2020-12-10 10:24:00
376,SJ_00376,아름동_범지기806동앞,Y,세종,아름동,세종특별자치시 아름동 1458,127.250704,36.514970,1,30,2018-08-12 16:14:38,2020-12-10 10:24:00
377,SJ_00377,어진동_대통령기록관건너편1,Y,세종,어진동,세종특별자치시 어진동 620,127.272031,36.501221,1,35,2018-08-12 16:15:18,2020-12-10 10:24:00
378,SJ_00378,어진동_대통령기록관건너편2,Y,세종,어진동,세종특별자치시 어진동 734,127.272229,36.501324,1,30,2018-08-12 16:16:37,2020-12-10 10:24:00
379,SJ_00379,어진동_대통령기록관건너편3,Y,세종,어진동,세종특별자치시 어진동 734,127.272159,36.501506,1,30,2018-08-12 16:17:28,2020-12-10 10:24:00
380,SJ_00380,연기면_호수공원중앙수목원로,Y,세종,연기면,세종특별자치시 연기면 세종리 1201,127.276958,36.502240,1,30,2018-08-12 16:21:06,2020-12-10 10:24:00
381,SJ_00381,어진동_홈플러스건너편스포츠센터옆,Y,세종,어진동,세종특별자치시 어진동 688,127.257419,36.507592,1,30,2018-08-12 18:22:51,2020-12-10 10:24:00
382,SJ_00382,다정동_당암육교건너편,Y,세종,다정동,세종특별자치시 다정동 565,127.232544,36.499407,1,30,2018-09-07 14:26:34,2020-12-10 10:24:00
384,SJ_00384,대평동_코스트코입구건너편,Y,세종,대평동,세종특별자치시 대평동 584-11,127.268355,36.468184,3,30,2019-01-07 14:28:58,2022-06-14 07:52:27
385,SJ_00385,나성동_국세청앞 BRT,Y,세종,나성동,세종특별자치시 나성동 770,127.259421,36.484841,2,25,2019-01-30 13:59:39,2021-10-05 10:21:58
386,SJ_00386,나성동_국세청앞,Y,세종,나성동,세종특별자치시 나성동 770,127.259200,36.485165,2,30,2019-01-30 14:02:41,2021-09-15 08:21:29
387,SJ_00387,나성동_세종SJ타워앞,Y,세종,나성동,세종특별자치시 나성동 746,127.257664,36.486458,2,20,2019-01-30 14:05:46,2020-12-10 10:24:00
388,SJ_00388,나성동_에스빌딩앞,Y,세종,나성동,세종특별자치시 나성동 745,127.257465,36.486861,2,20,2019-01-30 14:07:26,2020-12-10 10:24:00
389,SJ_00389,나성동_BRT앞,Y,세종,나성동,세종특별자치시 나성동 744,127.257111,36.487465,2,20,2019-01-30 14:09:47,2020-12-10 10:24:00
390,SJ_00390,나성동_행복의아침 빌딩,Y,세종,나성동,세종특별자치시 나성동 726,127.256734,36.490240,2,40,2019-01-30 14:13:31,2020-12-10 10:24:00
391,SJ_00391,어진동_세종뱅크빌딩,Y,세종,어진동,세종특별자치시 어진동 495,127.256886,36.495246,2,35,2019-01-30 14:16:45,2021-11-16 08:59:41
392,SJ_00392,어진동_세종뱅크빌딩2,Y,세종,어진동,세종특별자치시 어진동 686,127.257046,36.495686,2,35,2019-01-30 14:18:19,2021-11-16 09:00:05
393,SJ_00393,나성동_다정교,Y,세종,나성동,세종특별자치시 나성동 726,127.256346,36.494621,2,30,2019-01-30 14:20:04,2020-12-10 10:24:00
394,SJ_00394,어진동_세종뱅크빌딩 건너편,Y,세종,어진동,세종특별자치시 어진동 681,127.256610,36.496023,1,30,2019-01-30 14:21:29,2021-11-16 09:00:48
395,SJ_00395,도담동_도램1107동앞,Y,세종,도담동,세종특별자치시 도담동 653,127.259576,36.513555,1,32,2019-01-30 14:27:01,2022-08-21 09:38:18
396,SJ_00396,종촌동_호만빌딩앞,Y,세종,종촌동,세종특별자치시 종촌동 658,127.249799,36.504512,1,30,2019-01-30 14:43:10,2020-12-10 10:24:00
397,SJ_00397,종촌동_공영주차장,Y,세종,종촌동,세종특별자치시 종촌동 664,127.249936,36.503709,1,25,2019-01-30 14:44:25,2021-02-08 08:04:47
398,SJ_00398,종촌동_리버사이드빌딩앞,Y,세종,종촌동,세종특별자치시 종촌동 701,127.250160,36.502959,1,25,2019-01-30 14:45:44,2021-06-10 09:01:30
399,SJ_00399,종촌동_가재 호반201동입구,Y,세종,종촌동,세종특별자치시 종촌동 683,127.244891,36.503130,1,30,2019-01-30 14:49:08,2020-12-10 10:24:00
400,SJ_00400,어진동_푸르지오시티2차,Y,세종,어진동,세종특별자치시 어진동 747,127.266949,36.494919,1,50,2019-07-09 17:13:16,2021-05-05 12:03:27
401,SJ_00401,새롬동_세움빌딩후면,Y,세종,새롬동,세종특별자치시 새롬동 산75,127.250585,36.484933,2,20,2019-01-30 15:17:34,2020-12-10 10:24:00
402,SJ_00402,새롬동_새롬빌딩,Y,세종,새롬동,세종특별자치시 새롬동 산 26,127.250099,36.485967,1,40,2019-01-30 15:21:56,2020-12-10 10:24:00
403,SJ_00403,아름동_해피라움3 앞,Y,세종,아름동,세종특별자치시 아름동 1359,127.248629,36.511553,1,25,2019-01-30 15:23:54,2022-01-04 09:46:07
404,SJ_00404,새롬동_새뜸 508동앞,Y,세종,새롬동,세종특별자치시 새롬동 617,127.252771,36.483513,2,25,2019-01-30 15:26:59,2021-10-06 20:20:58
405,SJ_00405,고운동_당암육교,Y,세종,고운동,세종특별자치시 고운동 739-307,127.231915,36.499820,1,30,2019-01-30 15:40:12,2020-12-10 10:24:00
406,SJ_00406,대평동_해들4단지 입구,Y,세종,대평동,세종특별자치시 대평동 90-1,127.280742,36.471162,3,25,2019-01-30 15:50:49,2020-12-10 10:24:00
407,SJ_00407,대평동_해들 408동 앞,Y,세종,대평동,세종특별자치시 대평동 704-1,127.283881,36.472979,3,30,2019-01-30 15:56:06,2021-10-15 14:50:38
408,SJ_00408,나성동_르네상스빌딩 앞,Y,세종,나성동,세종특별자치시 나성동 768,127.258866,36.485572,2,20,2019-01-30 17:54:12,2020-12-10 10:24:00
409,SJ_409,대평동_복합커뮤티센터,Y,세종,대평동,세종특별자치시 대평동 90-1,127.279640,36.470920,3,40,2019-04-17 16:37:41,2021-09-30 15:27:56
410,SJ_00410,대평동_해들601동 앞,Y,세종,대평동,세종특별자치시 대평동 668,127.276504,36.474518,3,30,2022-03-08 20:07:59,2022-03-08 20:13:38
411,SJ_00411,대평동_해들609동 앞,Y,세종,대평동,세종특별자치시 대평동 668,127.277269,36.473942,3,30,2021-11-03 09:55:09,2022-03-15 14:55:03
412,SJ_412,소담동_복합커뮤니티센터,Y,세종,소담동,세종특별자치시 소담동 9-174,127.300812,36.483993,3,30,2019-04-30 13:25:51,2020-12-10 17:48:00
413,SJ_413,어진동_어진교차로,Y,세종,어진동,세종특별자치시 어진동 588,127.259272,36.498197,1,30,2019-04-30 13:27:51,2020-12-10 10:24:00
414,SJ_00414,종촌동_가재701동앞,Y,세종,종촌동,세종특별자치시 종촌동 649-2,127.249233,36.505187,1,30,2019-05-02 13:31:58,2020-12-10 10:24:00
